id,name-form,type_1,type_2,data_species,data_height,data_weight,ability,training_catch_rate,training_base_exp,training_growth_rate,breeding_gender_male,breeding_gender_female,stats_hp,stats_attack,stats_defense,stats_sp_atk,stats_sp_def,stats_speed,stats_total,img
2080,Steelix-Steelix,Steel,Ground,Iron Snake Pokémon,9.2,400.0,Rock Head,25,179,Medium Fast,50% male,50% female,75,85,200,55,65,30,510,https://img.pokemondb.net/artwork/large/steelix.jpg
2081,Steelix-Mega Steelix,Steel,Ground,Iron Snake Pokémon,10.5,740.0,Sand Force,25,214,Medium Fast,50% male,50% female,75,125,230,55,95,30,610,https://img.pokemondb.net/artwork/large/steelix-mega.jpg
2090,Snubbull-Snubbull,Fairy,-,Fairy Pokémon,0.6,7.8,Intimidate,190,60,Fast,25% male,75% female,60,80,50,40,40,30,300,https://img.pokemondb.net/artwork/large/snubbull.jpg
2100,Granbull-Granbull,Fairy,-,Fairy Pokémon,1.4,48.7,Intimidate,75,158,Fast,25% male,75% female,90,120,75,60,60,45,450,https://img.pokemondb.net/artwork/large/granbull.jpg
2110,Qwilfish-Qwilfish,Water,Poison,Balloon Pokémon,0.5,3.9,Poison Point,45,88,Medium Fast,50% male,50% female,65,95,85,55,55,85,440,https://img.pokemondb.net/artwork/large/qwilfish.jpg
2111,Qwilfish-Hisuian Qwilfish,Water,Poison,Balloon Pokémon,0.5,3.9,Poison Point,—,—,—,—,—,65,95,85,55,55,85,440,https://img.pokemondb.net/artwork/large/qwilfish-hisuian.jpg
2120,Scizor-Scizor,Bug,Steel,Pincer Pokémon,1.8,118.0,Swarm,25,175,Medium Fast,50% male,50% female,70,130,100,55,80,65,500,https://img.pokemondb.net/artwork/large/scizor.jpg
2121,Scizor-Mega Scizor,Bug,Steel,Pincer Pokémon,2.0,125.0,Technician,25,210,Medium Fast,50% male,50% female,70,150,140,65,100,75,600,https://img.pokemondb.net/artwork/large/scizor-mega.jpg
2130,Shuckle-Shuckle,Bug,Rock,Mold Pokémon,0.6,20.5,Sturdy,190,177,Medium Slow,50% male,50% female,20,10,230,10,230,5,505,https://img.pokemondb.net/artwork/large/shuckle.jpg
2140,Heracross-Heracross,Bug,Fighting,Single Horn Pokémon,1.5,54.0,Swarm,45,175,Slow,50% male,50% female,80,125,75,40,95,85,500,https://img.pokemondb.net/artwork/large/heracross.jpg
2141,Heracross-Mega Heracross,Bug,Fighting,Single Horn Pokémon,1.7,62.5,Skill Link,45,210,Slow,50% male,50% female,80,185,115,40,105,75,600,https://img.pokemondb.net/artwork/large/heracross-mega.jpg
2150,Sneasel-Sneasel,Dark,Ice,Sharp Claw Pokémon,0.9,28.0,Inner Focus,60,86,Medium Slow,50% male,50% female,55,95,55,35,75,115,430,https://img.pokemondb.net/artwork/large/sneasel.jpg
2151,Sneasel-Hisuian Sneasel,Dark,Ice,Sharp Claw Pokémon,0.9,27.0,Inner Focus,—,—,—,—,—,55,95,55,35,75,115,430,https://img.pokemondb.net/artwork/large/sneasel-hisuian.jpg
2160,Teddiursa-Teddiursa,Normal,-,Little Bear Pokémon,0.6,8.8,Pickup,120,66,Medium Fast,50% male,50% female,60,80,50,50,50,40,330,https://img.pokemondb.net/artwork/large/teddiursa.jpg
2170,Ursaring-Ursaring,Normal,-,Hibernator Pokémon,1.8,125.8,Guts,60,175,Medium Fast,50% male,50% female,90,130,75,75,75,55,500,https://img.pokemondb.net/artwork/large/ursaring.jpg
2180,Slugma-Slugma,Fire,-,Lava Pokémon,0.7,35.0,Magma Armor,190,50,Medium Fast,50% male,50% female,40,40,40,70,40,20,250,https://img.pokemondb.net/artwork/large/slugma.jpg
2190,Magcargo-Magcargo,Fire,Rock,Lava Pokémon,0.8,55.0,Magma Armor,75,151,Medium Fast,50% male,50% female,60,50,120,90,80,30,430,https://img.pokemondb.net/artwork/large/magcargo.jpg
2200,Swinub-Swinub,Ice,Ground,Pig Pokémon,0.4,6.5,Oblivious,225,50,Slow,50% male,50% female,50,50,40,30,30,50,250,https://img.pokemondb.net/artwork/large/swinub.jpg
2210,Piloswine-Piloswine,Ice,Ground,Swine Pokémon,1.1,55.8,Oblivious,75,158,Slow,50% male,50% female,100,100,80,60,60,50,450,https://img.pokemondb.net/artwork/large/piloswine.jpg
2220,Corsola-Corsola,Water,Rock,Coral Pokémon,0.6,5.0,Hustle,60,144,Fast,25% male,75% female,65,55,95,65,95,35,410,https://img.pokemondb.net/artwork/large/corsola.jpg
2221,Corsola-Galarian Corsola,Water,Rock,Coral Pokémon,0.6,0.5,Weak Armor,60,144,Fast,25% male,75% female,60,55,100,65,100,30,410,https://img.pokemondb.net/artwork/large/corsola-galarian.jpg
2230,Remoraid-Remoraid,Water,-,Jet Pokémon,0.6,12.0,Hustle,190,60,Medium Fast,50% male,50% female,35,65,35,65,35,65,300,https://img.pokemondb.net/artwork/large/remoraid.jpg
2240,Octillery-Octillery,Water,-,Jet Pokémon,0.9,28.5,Suction Cups,75,168,Medium Fast,50% male,50% female,75,105,75,105,75,45,480,https://img.pokemondb.net/artwork/large/octillery.jpg
2250,Delibird-Delibird,Ice,Flying,Delivery Pokémon,0.9,16.0,Vital Spirit,45,116,Fast,50% male,50% female,45,55,45,65,45,75,330,https://img.pokemondb.net/artwork/large/delibird.jpg
2260,Mantine-Mantine,Water,Flying,Kite Pokémon,2.1,220.0,Swift Swim,25,170,Slow,50% male,50% female,85,40,70,80,140,70,485,https://img.pokemondb.net/artwork/large/mantine.jpg
2270,Skarmory-Skarmory,Steel,Flying,Armor Bird Pokémon,1.7,50.5,Keen Eye,25,163,Slow,50% male,50% female,65,80,140,40,70,70,465,https://img.pokemondb.net/artwork/large/skarmory.jpg
2280,Houndour-Houndour,Dark,Fire,Dark Pokémon,0.6,10.8,Early Bird,120,66,Slow,50% male,50% female,45,60,30,80,50,65,330,https://img.pokemondb.net/artwork/large/houndour.jpg
2290,Houndoom-Houndoom,Dark,Fire,Dark Pokémon,1.4,35.0,Early Bird,45,175,Slow,50% male,50% female,75,90,50,110,80,95,500,https://img.pokemondb.net/artwork/large/houndoom.jpg
2291,Houndoom-Mega Houndoom,Dark,Fire,Dark Pokémon,1.9,49.5,Solar Power,45,210,Slow,50% male,50% female,75,90,90,140,90,115,600,https://img.pokemondb.net/artwork/large/houndoom-mega.jpg
2300,Kingdra-Kingdra,Water,Dragon,Dragon Pokémon,1.8,152.0,Swift Swim,45,243,Medium Fast,50% male,50% female,75,95,95,95,95,85,540,https://img.pokemondb.net/artwork/large/kingdra.jpg
2310,Phanpy-Phanpy,Ground,-,Long Nose Pokémon,0.5,33.5,Pickup,120,66,Medium Fast,50% male,50% female,90,60,60,40,40,40,330,https://img.pokemondb.net/artwork/large/phanpy.jpg
2320,Donphan-Donphan,Ground,-,Armor Pokémon,1.1,120.0,Sturdy,60,175,Medium Fast,50% male,50% female,90,120,120,60,60,50,500,https://img.pokemondb.net/artwork/large/donphan.jpg
2330,Porygon2-Porygon2,Normal,-,Virtual Pokémon,0.6,32.5,Trace,45,180,Medium Fast,Genderless,Genderless,85,80,90,105,95,60,515,https://img.pokemondb.net/artwork/large/porygon2.jpg
2340,Stantler-Stantler,Normal,-,Big Horn Pokémon,1.4,71.2,Intimidate,45,163,Slow,50% male,50% female,73,95,62,85,65,85,465,https://img.pokemondb.net/artwork/large/stantler.jpg
2350,Smeargle-Smeargle,Normal,-,Painter Pokémon,1.2,58.0,Own Tempo,45,88,Fast,50% male,50% female,55,20,35,20,45,75,250,https://img.pokemondb.net/artwork/large/smeargle.jpg
2360,Tyrogue-Tyrogue,Fighting,-,Scuffle Pokémon,0.7,21.0,Guts,75,42,Medium Fast,100% male,0% female,35,35,35,35,35,35,210,https://img.pokemondb.net/artwork/large/tyrogue.jpg
2370,Hitmontop-Hitmontop,Fighting,-,Handstand Pokémon,1.4,48.0,Intimidate,45,159,Medium Fast,100% male,0% female,50,95,95,35,110,70,455,https://img.pokemondb.net/artwork/large/hitmontop.jpg
2380,Smoochum-Smoochum,Ice,Psychic,Kiss Pokémon,0.4,6.0,Oblivious,45,61,Medium Fast,0% male,100% female,45,30,15,85,65,65,305,https://img.pokemondb.net/artwork/large/smoochum.jpg
2390,Elekid-Elekid,Electric,-,Electric Pokémon,0.6,23.5,Static,45,72,Medium Fast,75% male,25% female,45,63,37,65,55,95,360,https://img.pokemondb.net/artwork/large/elekid.jpg
2400,Magby-Magby,Fire,-,Live Coal Pokémon,0.7,21.4,Flame Body,45,73,Medium Fast,75% male,25% female,45,75,37,70,55,83,365,https://img.pokemondb.net/artwork/large/magby.jpg
2410,Miltank-Miltank,Normal,-,Milk Cow Pokémon,1.2,75.5,Thick Fat,45,172,Slow,0% male,100% female,95,80,105,40,70,100,490,https://img.pokemondb.net/artwork/large/miltank.jpg
2420,Blissey-Blissey,Normal,-,Happiness Pokémon,1.5,46.8,Natural Cure,30,608,Fast,0% male,100% female,255,10,10,75,135,55,540,https://img.pokemondb.net/artwork/large/blissey.jpg
2430,Raikou-Raikou,Electric,-,Thunder Pokémon,1.9,178.0,Pressure,3,261,Slow,Genderless,Genderless,90,85,75,115,100,115,580,https://img.pokemondb.net/artwork/large/raikou.jpg
2440,Entei-Entei,Fire,-,Volcano Pokémon,2.1,198.0,Pressure,3,261,Slow,Genderless,Genderless,115,115,85,90,75,100,580,https://img.pokemondb.net/artwork/large/entei.jpg
2450,Suicune-Suicune,Water,-,Aurora Pokémon,2.0,187.0,Pressure,3,261,Slow,Genderless,Genderless,100,75,115,90,115,85,580,https://img.pokemondb.net/artwork/large/suicune.jpg
2460,Larvitar-Larvitar,Rock,Ground,Rock Skin Pokémon,0.6,72.0,Guts,45,60,Slow,50% male,50% female,50,64,50,45,50,41,300,https://img.pokemondb.net/artwork/large/larvitar.jpg
2470,Pupitar-Pupitar,Rock,Ground,Hard Shell Pokémon,1.2,152.0,Shed Skin,45,144,Slow,50% male,50% female,70,84,70,65,70,51,410,https://img.pokemondb.net/artwork/large/pupitar.jpg
2480,Tyranitar-Tyranitar,Rock,Dark,Armor Pokémon,2.0,202.0,Sand Stream,45,270,Slow,50% male,50% female,100,134,110,95,100,61,600,https://img.pokemondb.net/artwork/large/tyranitar.jpg
2481,Tyranitar-Mega Tyranitar,Rock,Dark,Armor Pokémon,2.5,255.0,Sand Stream,45,315,Slow,50% male,50% female,100,164,150,95,120,71,700,https://img.pokemondb.net/artwork/large/tyranitar-mega.jpg
2490,Lugia-Lugia,Psychic,Flying,Diving Pokémon,5.2,216.0,Pressure,3,306,Slow,Genderless,Genderless,106,90,130,90,154,110,680,https://img.pokemondb.net/artwork/large/lugia.jpg
2500,Ho-oh-Ho-oh,Fire,Flying,Rainbow Pokémon,3.8,199.0,Pressure,3,306,Slow,Genderless,Genderless,106,130,90,110,154,90,680,https://img.pokemondb.net/artwork/large/ho-oh.jpg
2510,Celebi-Celebi,Psychic,Grass,Time Travel Pokémon,0.6,5.0,Natural Cure,45,270,Medium Slow,Genderless,Genderless,100,100,100,100,100,100,600,https://img.pokemondb.net/artwork/large/celebi.jpg
2520,Treecko-Treecko,Grass,-,Wood Gecko Pokémon,0.5,5.0,Overgrow,45,62,Medium Slow,87.5% male,12.5% female,40,45,35,65,55,70,310,https://img.pokemondb.net/artwork/large/treecko.jpg
2530,Grovyle-Grovyle,Grass,-,Wood Gecko Pokémon,0.9,21.6,Overgrow,45,142,Medium Slow,87.5% male,12.5% female,50,65,45,85,65,95,405,https://img.pokemondb.net/artwork/large/grovyle.jpg
2540,Sceptile-Sceptile,Grass,-,Forest Pokémon,1.7,52.2,Overgrow,45,239,Medium Slow,87.5% male,12.5% female,70,85,65,105,85,120,530,https://img.pokemondb.net/artwork/large/sceptile.jpg
2541,Sceptile-Mega Sceptile,Grass,-,Forest Pokémon,1.9,55.2,Lightning Rod,45,284,Medium Slow,87.5% male,12.5% female,70,110,75,145,85,145,630,https://img.pokemondb.net/artwork/large/sceptile-mega.jpg
2550,Torchic-Torchic,Fire,-,Chick Pokémon,0.4,2.5,Blaze,45,62,Medium Slow,87.5% male,12.5% female,45,60,40,70,50,45,310,https://img.pokemondb.net/artwork/large/torchic.jpg
2560,Combusken-Combusken,Fire,Fighting,Young Fowl Pokémon,0.9,19.5,Blaze,45,142,Medium Slow,87.5% male,12.5% female,60,85,60,85,60,55,405,https://img.pokemondb.net/artwork/large/combusken.jpg
2570,Blaziken-Blaziken,Fire,Fighting,Blaze Pokémon,1.9,52.0,Blaze,45,239,Medium Slow,87.5% male,12.5% female,80,120,70,110,70,80,530,https://img.pokemondb.net/artwork/large/blaziken.jpg
2571,Blaziken-Mega Blaziken,Fire,Fighting,Blaze Pokémon,1.9,52.0,Speed Boost,45,284,Medium Slow,87.5% male,12.5% female,80,160,80,130,80,100,630,https://img.pokemondb.net/artwork/large/blaziken-mega.jpg
2580,Mudkip-Mudkip,Water,-,Mud Fish Pokémon,0.4,7.6,Torrent,45,62,Medium Slow,87.5% male,12.5% female,50,70,50,50,50,40,310,https://img.pokemondb.net/artwork/large/mudkip.jpg
2590,Marshtomp-Marshtomp,Water,Ground,Mud Fish Pokémon,0.7,28.0,Torrent,45,142,Medium Slow,87.5% male,12.5% female,70,85,70,60,70,50,405,https://img.pokemondb.net/artwork/large/marshtomp.jpg
2600,Swampert-Swampert,Water,Ground,Mud Fish Pokémon,1.5,81.9,Torrent,45,241,Medium Slow,87.5% male,12.5% female,100,110,90,85,90,60,535,https://img.pokemondb.net/artwork/large/swampert.jpg
2601,Swampert-Mega Swampert,Water,Ground,Mud Fish Pokémon,1.9,102.0,Swift Swim,45,286,Medium Slow,87.5% male,12.5% female,100,150,110,95,110,70,635,https://img.pokemondb.net/artwork/large/swampert-mega.jpg
2610,Poochyena-Poochyena,Dark,-,Bite Pokémon,0.5,13.6,Run Away,255,56,Medium Fast,50% male,50% female,35,55,35,30,30,35,220,https://img.pokemondb.net/artwork/large/poochyena.jpg
2620,Mightyena-Mightyena,Dark,-,Bite Pokémon,1.0,37.0,Intimidate,127,147,Medium Fast,50% male,50% female,70,90,70,60,60,70,420,https://img.pokemondb.net/artwork/large/mightyena.jpg
2630,Zigzagoon-Zigzagoon,Normal,-,TinyRaccoon Pokémon,0.4,17.5,Pickup,255,56,Medium Fast,50% male,50% female,38,30,41,30,41,60,240,https://img.pokemondb.net/artwork/large/zigzagoon.jpg
2631,Zigzagoon-Galarian Zigzagoon,Normal,-,Tiny Raccoon Pokémon,0.4,17.5,Pickup,255,56,Medium Fast,50% male,50% female,38,30,41,30,41,60,240,https://img.pokemondb.net/artwork/large/zigzagoon-galarian.jpg
2640,Linoone-Linoone,Normal,-,Rushing Pokémon,0.5,32.5,Pickup,90,147,Medium Fast,50% male,50% female,78,70,61,50,61,100,420,https://img.pokemondb.net/artwork/large/linoone.jpg
2641,Linoone-Galarian Linoone,Normal,-,Rushing Pokémon,0.5,32.5,Pickup,90,147,Medium Fast,50% male,50% female,78,70,61,50,61,100,420,https://img.pokemondb.net/artwork/large/linoone-galarian.jpg
2650,Wurmple-Wurmple,Bug,-,Worm Pokémon,0.3,3.6,Shield Dust,255,56,Medium Fast,50% male,50% female,45,45,35,20,30,20,195,https://img.pokemondb.net/artwork/large/wurmple.jpg
2660,Silcoon-Silcoon,Bug,-,Cocoon Pokémon,0.6,10.0,Shed Skin,120,72,Medium Fast,50% male,50% female,50,35,55,25,25,15,205,https://img.pokemondb.net/artwork/large/silcoon.jpg
2670,Beautifly-Beautifly,Bug,Flying,Butterfly Pokémon,1.0,28.4,Swarm,45,178,Medium Fast,50% male,50% female,60,70,50,100,50,65,395,https://img.pokemondb.net/artwork/large/beautifly.jpg
2680,Cascoon-Cascoon,Bug,-,Cocoon Pokémon,0.7,11.5,Shed Skin,120,72,Medium Fast,50% male,50% female,50,35,55,25,25,15,205,https://img.pokemondb.net/artwork/large/cascoon.jpg
2690,Dustox-Dustox,Bug,Poison,Poison Moth Pokémon,1.2,31.6,Shield Dust,45,173,Medium Fast,50% male,50% female,60,50,70,50,90,65,385,https://img.pokemondb.net/artwork/large/dustox.jpg
2700,Lotad-Lotad,Water,Grass,Water Weed Pokémon,0.5,2.6,Swift Swim,255,44,Medium Slow,50% male,50% female,40,30,30,40,50,30,220,https://img.pokemondb.net/artwork/large/lotad.jpg
2710,Lombre-Lombre,Water,Grass,Jolly Pokémon,1.2,32.5,Swift Swim,120,119,Medium Slow,50% male,50% female,60,50,50,60,70,50,340,https://img.pokemondb.net/artwork/large/lombre.jpg
2720,Ludicolo-Ludicolo,Water,Grass,Carefree Pokémon,1.5,55.0,Swift Swim,45,216,Medium Slow,50% male,50% female,80,70,70,90,100,70,480,https://img.pokemondb.net/artwork/large/ludicolo.jpg
2730,Seedot-Seedot,Grass,-,Acorn Pokémon,0.5,4.0,Chlorophyll,255,44,Medium Slow,50% male,50% female,40,40,50,30,30,30,220,https://img.pokemondb.net/artwork/large/seedot.jpg
2740,Nuzleaf-Nuzleaf,Grass,Dark,Wily Pokémon,1.0,28.0,Chlorophyll,120,119,Medium Slow,50% male,50% female,70,70,40,60,40,60,340,https://img.pokemondb.net/artwork/large/nuzleaf.jpg
2750,Shiftry-Shiftry,Grass,Dark,Wicked Pokémon,1.3,59.6,Chlorophyll,45,216,Medium Slow,50% male,50% female,90,100,60,90,60,80,480,https://img.pokemondb.net/artwork/large/shiftry.jpg
2760,Taillow-Taillow,Normal,Flying,TinySwallow Pokémon,0.3,2.3,Guts,200,54,Medium Slow,50% male,50% female,40,55,30,30,30,85,270,https://img.pokemondb.net/artwork/large/taillow.jpg
2770,Swellow-Swellow,Normal,Flying,Swallow Pokémon,0.7,19.8,Guts,45,159,Medium Slow,50% male,50% female,60,85,60,75,50,125,455,https://img.pokemondb.net/artwork/large/swellow.jpg
2780,Wingull-Wingull,Water,Flying,Seagull Pokémon,0.6,9.5,Keen Eye,190,54,Medium Fast,50% male,50% female,40,30,30,55,30,85,270,https://img.pokemondb.net/artwork/large/wingull.jpg
2790,Pelipper-Pelipper,Water,Flying,Water Bird Pokémon,1.2,28.0,Keen Eye,45,154,Medium Fast,50% male,50% female,60,50,100,95,70,65,440,https://img.pokemondb.net/artwork/large/pelipper.jpg
2800,Ralts-Ralts,Psychic,Fairy,Feeling Pokémon,0.4,6.6,Synchronize,235,40,Slow,50% male,50% female,28,25,25,45,35,40,198,https://img.pokemondb.net/artwork/large/ralts.jpg
2810,Kirlia-Kirlia,Psychic,Fairy,Emotion Pokémon,0.8,20.2,Synchronize,120,97,Slow,50% male,50% female,38,35,35,65,55,50,278,https://img.pokemondb.net/artwork/large/kirlia.jpg
2820,Gardevoir-Gardevoir,Psychic,Fairy,Embrace Pokémon,1.6,48.4,Synchronize,45,233,Slow,50% male,50% female,68,65,65,125,115,80,518,https://img.pokemondb.net/artwork/large/gardevoir.jpg
2821,Gardevoir-Mega Gardevoir,Psychic,Fairy,Embrace Pokémon,1.6,48.4,Pixilate,45,278,Slow,50% male,50% female,68,85,65,165,135,100,618,https://img.pokemondb.net/artwork/large/gardevoir-mega.jpg
2830,Surskit-Surskit,Bug,Water,Pond Skater Pokémon,0.5,1.7,Swift Swim,200,54,Medium Fast,50% male,50% female,40,30,32,50,52,65,269,https://img.pokemondb.net/artwork/large/surskit.jpg
2840,Masquerain-Masquerain,Bug,Flying,Eyeball Pokémon,0.8,3.6,Intimidate,75,159,Medium Fast,50% male,50% female,70,60,62,100,82,80,454,https://img.pokemondb.net/artwork/large/masquerain.jpg
2850,Shroomish-Shroomish,Grass,-,Mushroom Pokémon,0.4,4.5,Effect Spore,255,59,Fluctuating,50% male,50% female,60,40,60,40,60,35,295,https://img.pokemondb.net/artwork/large/shroomish.jpg
2860,Breloom-Breloom,Grass,Fighting,Mushroom Pokémon,1.2,39.2,Effect Spore,90,161,Fluctuating,50% male,50% female,60,130,80,60,60,70,460,https://img.pokemondb.net/artwork/large/breloom.jpg
2870,Slakoth-Slakoth,Normal,-,Slacker Pokémon,0.8,24.0,Truant,255,56,Slow,50% male,50% female,60,60,60,35,35,30,280,https://img.pokemondb.net/artwork/large/slakoth.jpg
2880,Vigoroth-Vigoroth,Normal,-,Wild Monkey Pokémon,1.4,46.5,Vital Spirit,120,154,Slow,50% male,50% female,80,80,80,55,55,90,440,https://img.pokemondb.net/artwork/large/vigoroth.jpg
2890,Slaking-Slaking,Normal,-,Lazy Pokémon,2.0,130.5,Truant,45,252,Slow,50% male,50% female,150,160,100,95,65,100,670,https://img.pokemondb.net/artwork/large/slaking.jpg
2900,Nincada-Nincada,Bug,Ground,Trainee Pokémon,0.5,5.5,Compound Eyes,255,53,Erratic,50% male,50% female,31,45,90,30,30,40,266,https://img.pokemondb.net/artwork/large/nincada.jpg
2910,Ninjask-Ninjask,Bug,Flying,Ninja Pokémon,0.8,12.0,Speed Boost,120,160,Erratic,50% male,50% female,61,90,45,50,50,160,456,https://img.pokemondb.net/artwork/large/ninjask.jpg
2920,Shedinja-Shedinja,Bug,Ghost,Shed Pokémon,0.8,1.2,Wonder Guard,45,83,Erratic,Genderless,Genderless,1,90,45,30,30,40,236,https://img.pokemondb.net/artwork/large/shedinja.jpg
2930,Whismur-Whismur,Normal,-,Whisper Pokémon,0.6,16.3,Soundproof,190,48,Medium Slow,50% male,50% female,64,51,23,51,23,28,240,https://img.pokemondb.net/artwork/large/whismur.jpg
2940,Loudred-Loudred,Normal,-,Big Voice Pokémon,1.0,40.5,Soundproof,120,126,Medium Slow,50% male,50% female,84,71,43,71,43,48,360,https://img.pokemondb.net/artwork/large/loudred.jpg
2950,Exploud-Exploud,Normal,-,Loud Noise Pokémon,1.5,84.0,Soundproof,45,221,Medium Slow,50% male,50% female,104,91,63,91,73,68,490,https://img.pokemondb.net/artwork/large/exploud.jpg
2960,Makuhita-Makuhita,Fighting,-,Guts Pokémon,1.0,86.4,Thick Fat,180,47,Fluctuating,75% male,25% female,72,60,30,20,30,25,237,https://img.pokemondb.net/artwork/large/makuhita.jpg
2970,Hariyama-Hariyama,Fighting,-,Arm Thrust Pokémon,2.3,253.8,Thick Fat,200,166,Fluctuating,75% male,25% female,144,120,60,40,60,50,474,https://img.pokemondb.net/artwork/large/hariyama.jpg
2980,Azurill-Azurill,Normal,Fairy,Polka Dot Pokémon,0.2,2.0,Thick Fat,150,38,Fast,25% male,75% female,50,20,40,20,40,20,190,https://img.pokemondb.net/artwork/large/azurill.jpg
2990,Nosepass-Nosepass,Rock,-,Compass Pokémon,1.0,97.0,Sturdy,255,75,Medium Fast,50% male,50% female,30,45,135,45,90,30,375,https://img.pokemondb.net/artwork/large/nosepass.jpg
3000,Skitty-Skitty,Normal,-,Kitten Pokémon,0.6,11.0,Cute Charm,255,52,Fast,25% male,75% female,50,45,45,35,35,50,260,https://img.pokemondb.net/artwork/large/skitty.jpg
3010,Delcatty-Delcatty,Normal,-,Prim Pokémon,1.1,32.6,Cute Charm,60,140,Fast,25% male,75% female,70,65,65,55,55,90,400,https://img.pokemondb.net/artwork/large/delcatty.jpg
3020,Sableye-Sableye,Dark,Ghost,Darkness Pokémon,0.5,11.0,Keen Eye,45,133,Medium Slow,50% male,50% female,50,75,75,65,65,50,380,https://img.pokemondb.net/artwork/large/sableye.jpg
3021,Sableye-Mega Sableye,Dark,Ghost,Darkness Pokémon,0.5,161.0,Magic Bounce,45,168,Medium Slow,50% male,50% female,50,85,125,85,115,20,480,https://img.pokemondb.net/artwork/large/sableye-mega.jpg
3030,Mawile-Mawile,Steel,Fairy,Deceiver Pokémon,0.6,11.5,Hyper Cutter,45,133,Fast,50% male,50% female,50,85,85,55,55,50,380,https://img.pokemondb.net/artwork/large/mawile.jpg
3031,Mawile-Mega Mawile,Steel,Fairy,Deceiver Pokémon,1.0,23.5,Huge Power,45,168,Fast,50% male,50% female,50,105,125,55,95,50,480,https://img.pokemondb.net/artwork/large/mawile-mega.jpg
3040,Aron-Aron,Steel,Rock,Iron Armor Pokémon,0.4,60.0,Sturdy,180,66,Slow,50% male,50% female,50,70,100,40,40,30,330,https://img.pokemondb.net/artwork/large/aron.jpg
3050,Lairon-Lairon,Steel,Rock,Iron Armor Pokémon,0.9,120.0,Sturdy,90,151,Slow,50% male,50% female,60,90,140,50,50,40,430,https://img.pokemondb.net/artwork/large/lairon.jpg
3060,Aggron-Aggron,Steel,Rock,Iron Armor Pokémon,2.1,360.0,Sturdy,45,239,Slow,50% male,50% female,70,110,180,60,60,50,530,https://img.pokemondb.net/artwork/large/aggron.jpg
3061,Aggron-Mega Aggron,Steel,Rock,Iron Armor Pokémon,2.2,395.0,Filter,45,284,Slow,50% male,50% female,70,140,230,60,80,50,630,https://img.pokemondb.net/artwork/large/aggron-mega.jpg
3070,Meditite-Meditite,Fighting,Psychic,Meditate Pokémon,0.6,11.2,Pure Power,180,56,Medium Fast,50% male,50% female,30,40,55,40,55,60,280,https://img.pokemondb.net/artwork/large/meditite.jpg
3080,Medicham-Medicham,Fighting,Psychic,Meditate Pokémon,1.3,31.5,Pure Power,90,144,Medium Fast,50% male,50% female,60,60,75,60,75,80,410,https://img.pokemondb.net/artwork/large/medicham.jpg
3081,Medicham-Mega Medicham,Fighting,Psychic,Meditate Pokémon,1.3,31.5,Pure Power,90,179,Medium Fast,50% male,50% female,60,100,85,80,85,100,510,https://img.pokemondb.net/artwork/large/medicham-mega.jpg
3090,Electrike-Electrike,Electric,-,Lightning Pokémon,0.6,15.2,Static,120,59,Slow,50% male,50% female,40,45,40,65,40,65,295,https://img.pokemondb.net/artwork/large/electrike.jpg
3100,Manectric-Manectric,Electric,-,Discharge Pokémon,1.5,40.2,Static,45,166,Slow,50% male,50% female,70,75,60,105,60,105,475,https://img.pokemondb.net/artwork/large/manectric.jpg
3101,Manectric-Mega Manectric,Electric,-,Discharge Pokémon,1.8,44.0,Intimidate,45,201,Slow,50% male,50% female,70,75,80,135,80,135,575,https://img.pokemondb.net/artwork/large/manectric-mega.jpg
3110,Plusle-Plusle,Electric,-,Cheering Pokémon,0.4,4.2,Plus,200,142,Medium Fast,50% male,50% female,60,50,40,85,75,95,405,https://img.pokemondb.net/artwork/large/plusle.jpg
3120,Minun-Minun,Electric,-,Cheering Pokémon,0.4,4.2,Minus,200,142,Medium Fast,50% male,50% female,60,40,50,75,85,95,405,https://img.pokemondb.net/artwork/large/minun.jpg
3130,Volbeat-Volbeat,Bug,-,Firefly Pokémon,0.7,17.7,Illuminate,150,151,Erratic,100% male,0% female,65,73,75,47,85,85,430,https://img.pokemondb.net/artwork/large/volbeat.jpg
3140,Illumise-Illumise,Bug,-,Firefly Pokémon,0.6,17.7,Oblivious,150,151,Fluctuating,0% male,100% female,65,47,75,73,85,85,430,https://img.pokemondb.net/artwork/large/illumise.jpg
3150,Roselia-Roselia,Grass,Poison,Thorn Pokémon,0.3,2.0,Natural Cure,150,140,Medium Slow,50% male,50% female,50,60,45,100,80,65,400,https://img.pokemondb.net/artwork/large/roselia.jpg
3160,Gulpin-Gulpin,Poison,-,Stomach Pokémon,0.4,10.3,Liquid Ooze,225,60,Fluctuating,50% male,50% female,70,43,53,43,53,40,302,https://img.pokemondb.net/artwork/large/gulpin.jpg
3170,Swalot-Swalot,Poison,-,Poison Bag Pokémon,1.7,80.0,Liquid Ooze,75,163,Fluctuating,50% male,50% female,100,73,83,73,83,55,467,https://img.pokemondb.net/artwork/large/swalot.jpg
3180,Carvanha-Carvanha,Water,Dark,Savage Pokémon,0.8,20.8,Rough Skin,225,61,Slow,50% male,50% female,45,90,20,65,20,65,305,https://img.pokemondb.net/artwork/large/carvanha.jpg
3190,Sharpedo-Sharpedo,Water,Dark,Brutal Pokémon,1.8,88.8,Rough Skin,60,161,Slow,50% male,50% female,70,120,40,95,40,95,460,https://img.pokemondb.net/artwork/large/sharpedo.jpg
